AssetId,Type,Lat,Lng
139020,A,-37.6964834,176.1123149
139021,A,-37.69557589,176.1122636
139022,A,-37.69555149,176.1127608
139036,A,-37.75075284,176.1512054
139037,A,-37.75077035,176.1517206
139038,A,-37.75131005,176.1512542
139039,A,-37.75151318,176.1516394
139040,A,-37.7513526,176.1522233
139041,A,-37.75106605,176.1527586
139042,A,-37.75061579,176.1525738
139043,A,-37.75101775,176.1506529
139044,A,-37.75105628,176.1499946
139045,A,-37.75106983,176.1497314
139095,A,-37.68938149,176.1670975
139096,B,-37.68925996,176.1671455
139099,A,-37.70168945,176.154956
139102,A,-37.72023001,176.3399255
139103,B,-37.72090543,176.3384743
139109,B,-37.67044764,176.1593986
139114,B,-37.6335172,176.1834641
139119,A,-37.72145229,176.3370341
139120,A,-37.72100823,176.338558
139121,A,-37.72114588,176.3381062
139123,A,-37.719775,176.3359893
139124,A,-37.72016536,176.3362752
139125,A,-37.72053898,176.3373159
139126,A,-37.72111721,176.3378987
139127,A,-37.72150944,176.3365285
139128,A,-37.72167994,176.3366123
139129,A,-37.72018686,176.3352193
139130,A,-37.72095734,176.3356523
139131,A,-37.72070503,176.3367328
139132,A,-37.71942196,176.335488
139134,B,-37.72121034,176.3351757
139212,A,-37.7013981,176.1580667
139215,B,-37.70072628,176.1579849
139217,A,-37.7095139,176.3096571
139218,A,-37.70835465,176.3103005
139220,A,-37.70976196,176.3095439
139221,A,-37.71015234,176.3106885
139222,A,-37.71031954,176.3113583
139264,A,-37.69460652,176.2467751
139265,A,-37.69495274,176.2469983
139266,A,-37.69543165,176.2468594
139267,A,-37.69563806,176.2463692
139268,A,-37.69585003,176.2462523
139269,A,-37.69536326,176.2478074
139287,A,-37.69087194,176.1242978
139288,A,-37.6910968,176.1245329
139289,A,-37.69069143,176.1248078
139290,A,-37.69093766,176.1249499
139291,A,-37.69069248,176.1256027
139292,B,-37.69062824,176.1241533
139293,B,-37.69040141,176.1246408
139357,A,-37.71867089,176.3429408
139374,A,-37.68182864,176.2461893
139375,A,-37.6818993,176.2467078
139376,A,-37.68210774,176.2471712
139377,A,-37.68246967,176.2468741
139378,A,-37.68237873,176.2460937
139404,A,-37.67794921,176.155111
139405,A,-37.72075536,176.3350406
139426,A,-37.69153732,176.162408
139434,A,-37.69912413,176.1595401
139438,B,-37.66869853,176.1661586
139445,A,-37.66927139,176.2108893
139446,A,-37.66904294,176.2106096
139447,A,-37.66876635,176.2101634
139448,A,-37.66864074,176.209947
139449,A,-37.66849956,176.2097451
139450,A,-37.66817015,176.2092764
139465,A,-37.70103155,176.158349
139466,A,-37.70127751,176.1581596
139467,A,-37.70114129,176.1582645
139468,A,-37.70079854,176.1579905
139469,A,-37.70085526,176.1579374
139520,A,-37.71421588,176.1432065
139521,A,-37.71441654,176.1430409
139522,A,-37.71472081,176.1425678
139523,A,-37.71521185,176.1413115
139524,A,-37.71508994,176.141163
139540,A,-37.73429094,176.1614515
139541,A,-37.73462685,176.1612514
139571,A,-37.7465156,176.1277174
139574,A,-37.68938409,176.1078784
139575,A,-37.68906281,176.1072696
139576,A,-37.68879493,176.1067429
139602,A,-37.66835597,176.1673713
139605,A,-37.73389249,176.1246156
139608,A,-37.67331891,176.1539908
139609,A,-37.67321973,176.1537576
139610,A,-37.67292743,176.1538393
139611,A,-37.67271135,176.1539004
139612,A,-37.67324458,176.1537383
139621,A,-37.7340376,176.2030159
139622,A,-37.73401178,176.2024165
139628,A,-37.73455395,176.2021944
139629,A,-37.73453831,176.2017906
139642,A,-37.6706011,176.147505
139643,A,-37.6709015,176.1471491
139644,A,-37.67132322,176.1467965
139645,A,-37.67154608,176.1466656
139646,A,-37.67172541,176.1466339
139647,A,-37.67122567,176.1468781
139678,A,-37.75006285,176.1075311
139685,A,-37.74825293,176.1090851
139686,A,-37.74837681,176.1089783
139687,A,-37.74850103,176.1086073
139688,A,-37.74888244,176.1085803
139709,A,-37.6946969,176.159571
139710,A,-37.6953396,176.1591311
139729,A,-37.67771422,176.169519
139734,A,-37.71131821,176.147632
139735,A,-37.71109698,176.1473644
139736,A,-37.71094461,176.1478767
139737,A,-37.71145909,176.1474986
139738,A,-37.71235738,176.1474637
139739,A,-37.71255439,176.1466679
139740,A,-37.71261419,176.147227
139741,A,-37.71276269,176.1465568
139759,A,-37.74571869,176.1082867
139760,A,-37.74644434,176.1086138
139761,A,-37.74672759,176.1078159
139762,A,-37.74588535,176.1080239
139763,A,-37.74634833,176.1073825
139764,A,-37.74703511,176.1079904
139765,A,-37.74680086,176.1086632
139835,A,-37.72376863,176.1266498
139836,A,-37.72404563,176.1274919
139837,A,-37.7241608,176.1274106
139838,A,-37.72409256,176.1270893
139839,A,-37.72355343,176.1278425
139840,A,-37.72355445,176.1278647
139841,A,-37.72294823,176.1282746
139842,A,-37.72267052,176.1280781
139872,A,-37.73147875,176.1970047
139884,B,-37.7388197,176.1592751
139885,A,-37.74006938,176.1590363
139886,A,-37.73640822,176.1599071
139887,A,-37.73676309,176.1598981
139888,A,-37.73582967,176.1599663
139889,A,-37.73531928,176.1605825
139890,A,-37.73730333,176.1598211
139891,A,-37.73775871,176.1597481
139892,A,-37.73806252,176.1595825
139893,A,-37.73850769,176.1593946
139894,A,-37.73912587,176.1593142
139895,A,-37.73944306,176.1592266
139896,A,-37.73971908,176.1591188
139911,A,-37.74202454,176.198574
139912,A,-37.74234604,176.1983144
139913,A,-37.74257103,176.1979956
139914,A,-37.74256783,176.2036298
139915,A,-37.7427277,176.1986114
139916,A,-37.74283419,176.1978227
139917,A,-37.74289756,176.1982385
139918,A,-37.74286344,176.2026919
139919,A,-37.74300507,176.2039911
139920,A,-37.74309913,176.2020923
139921,A,-37.74324814,176.1991551
139922,A,-37.74314373,176.2036831
139923,A,-37.74335338,176.1978125
139924,A,-37.74334393,176.1982294
139925,A,-37.74324287,176.2031301
139926,A,-37.74346336,176.198728
139927,A,-37.74349233,176.2000277
139928,A,-37.74337929,176.2041986
139929,A,-37.74351882,176.199623
139930,A,-37.7435877,176.1983553
139931,A,-37.74346632,176.2030284
139932,A,-37.74345182,176.203842
139933,A,-37.74352303,176.2025583
139934,A,-37.74355552,176.2021153
139935,A,-37.74374011,176.1978789
139936,A,-37.74376151,176.2030621
139937,A,-37.74378171,176.2042574
139938,A,-37.74384296,176.2021522
139939,A,-37.74381357,176.2038823
139940,A,-37.74389812,176.2017302
139941,A,-37.74407263,176.198005
139942,A,-37.74405433,176.1990462
139943,A,-37.74415592,176.2004143
139944,A,-37.74429523,176.1987153
139945,A,-37.74436313,176.1991394
140116,A,-37.71291599,176.1511007
140117,A,-37.71275684,176.1508187
140118,A,-37.71304694,176.1517154
140119,A,-37.71303437,176.1520197
140128,A,-37.67234349,176.2337321
140138,A,-37.67493259,176.2282554
140140,A,-37.71223093,176.1509253
140158,A,-37.75254489,176.1095803
140159,A,-37.75339118,176.1094524
140160,A,-37.75166869,176.1098197
140161,A,-37.75155488,176.1097656
140162,A,-37.75149017,176.1094307
140163,A,-37.7516509,176.109026
140164,A,-37.75174198,176.1086256
140165,A,-37.75139251,176.1084786
140166,A,-37.75200931,176.1089256
140167,A,-37.75244336,176.10891
140168,A,-37.75264477,176.1091738
140169,A,-37.75225082,176.108369
140170,A,-37.75211991,176.1081967
140171,A,-37.75190292,176.108228
140172,A,-37.75111944,176.109341
140173,A,-37.75127876,176.1089161
140268,A,-37.71668567,176.1465545
140269,C,-37.71647935,176.1469065
140422,A,-37.6931917,176.1108276
140423,A,-37.69301095,176.1110925
140424,A,-37.69281165,176.1116522
140425,A,-37.69304075,176.1117995
140426,A,-37.69300317,176.1119059
140446,A,-37.63676738,176.1796921
140447,A,-37.63679558,176.179597
140448,A,-37.63676733,176.1795729
140449,B,-37.63675247,176.1796005
140458,A,-37.74612771,176.1042617
140459,A,-37.74568051,176.1043967
140460,A,-37.75432061,176.103784
140466,A,-37.72194788,176.3481069
140467,A,-37.72158151,176.348397
140481,B,-37.75435468,176.1037818
140482,B,-37.75458201,176.1037706
140485,A,-37.75104041,176.0964337
140486,A,-37.74987219,176.1007716
140487,A,-37.74964234,176.1005622
140488,A,-37.74905371,176.1009032
140489,A,-37.74870739,176.1011132
140490,A,-37.74832516,176.1001286
140491,A,-37.74989727,176.0986278
140492,A,-37.74941724,176.0989762
140493,A,-37.74874135,176.0993102
140494,A,-37.74809839,176.0995262
140495,A,-37.74788074,176.099347
140496,A,-37.74739275,176.0995082
140497,A,-37.7519696,176.0959474
140498,A,-37.7514308,176.0968591
140499,A,-37.75083168,176.0977035
140500,A,-37.7504138,176.0981831
140541,A,-37.67963136,176.1383405
140550,G,-37.63351027,176.1835736
140554,A,-37.72499936,176.1907052
140555,A,-37.72495328,176.1906981
140556,A,-37.72551316,176.1904979
140557,A,-37.72528535,176.1905133
140558,A,-37.72528653,176.1904858
140559,A,-37.72518493,176.1907236
140560,A,-37.72517473,176.1904857
140561,A,-37.72551212,176.1905265
140562,B,-37.72525128,176.1904863
140563,B,-37.72460575,176.1900877
140564,B,-37.72501237,176.1908384
140565,B,-37.72526442,176.1917541
140566,B,-37.72527008,176.1921766
140567,B,-37.72490365,176.1924636
140568,E,-37.72500389,176.1908422
140569,E,-37.72501398,176.1908511
140570,E,-37.72461285,176.1901326
140571,E,-37.72461903,176.1901429
140572,E,-37.72462704,176.1901557
140573,E,-37.72523142,176.1904862
140598,E,-37.72148621,176.198524
140599,E,-37.72148726,176.1985254
140600,E,-37.72148451,176.1985254
140605,B,-37.69175281,176.2645668
140606,B,-37.69197263,176.2645749
140644,A,-37.75253506,176.1049745
140645,A,-37.75278125,176.1051114
140646,A,-37.75322993,176.1048141
140647,A,-37.75259021,176.1046043
140648,A,-37.75294116,176.1044683
140649,A,-37.75296506,176.1052728
140650,A,-37.75321832,176.1044546
140651,A,-37.75352724,176.1044837
140676,A,-37.72180399,176.3357967
140677,A,-37.72204334,176.3365119
140678,A,-37.72187805,176.3352462
140679,A,-37.72157556,176.3362991
140729,A,-37.74179281,176.1583267
140743,A,-37.67388473,176.2341118
140744,A,-37.67396746,176.2342563
140762,A,-37.63166395,176.1773923
140763,A,-37.63161743,176.177302
140769,A,-37.66550028,176.1992399
140773,A,-37.74038839,176.1644022
140910,A,-37.73860329,176.2010488
140911,A,-37.73863283,176.2010228
140912,A,-37.73877059,176.2001642
140913,A,-37.73874284,176.2001245
140933,E,-37.69647551,176.1525583
140938,A,-37.66797294,176.223904
140945,A,-37.67030439,176.1669676
140948,A,-37.75027809,176.1223242
140949,B,-37.7502675,176.1222204
140959,A,-37.69224478,176.106583
140960,A,-37.6923284,176.1067888
140961,A,-37.69221472,176.107001
140962,A,-37.69209966,176.1073214
140971,A,-37.66971478,176.1460088
140972,C,-37.66966458,176.1457232
140984,A,-37.70827708,176.300263
140985,A,-37.7095168,176.3000649
140986,A,-37.70893229,176.2998974
140987,A,-37.70955682,176.3005889
141014,A,-37.72480616,176.1969261
141017,A,-37.73822453,176.2013505
141018,A,-37.73826513,176.2010655
141019,A,-37.73850321,176.2011019
141041,A,-37.69378602,176.1642019
141045,A,-37.72047134,176.1473624
141046,A,-37.72045807,176.1476404
141089,A,-37.72133289,176.3349487
141090,C,-37.72151015,176.3350698
141091,C,-37.72152561,176.334794
141112,A,-37.69080681,176.1244818
141113,A,-37.69052463,176.1243211
141119,A,-37.66442637,176.197175
141120,B,-37.66254999,176.1972982
141123,A,-37.73462384,176.184021
141128,A,-37.68895674,176.1630568
141138,A,-37.70577318,176.1481029
141139,A,-37.70477767,176.1482271
141140,A,-37.70439371,176.1477402
141141,A,-37.70449083,176.1477393
141142,A,-37.70541681,176.1475909
141155,A,-37.64850005,176.1913073
141156,A,-37.64848798,176.1913907
141165,A,-37.68994648,176.1173796
141166,A,-37.68968475,176.1175768
141174,A,-37.73516799,176.1609294
141186,A,-37.68985181,176.1237978
141187,A,-37.69008671,176.1239833
141188,A,-37.68981828,176.1246968
141189,A,-37.68993971,176.1243749
141190,A,-37.68979651,176.1241851
141191,A,-37.68969664,176.1250384
141241,A,-37.67911009,176.2353962
141243,A,-37.67919285,176.2343762
141244,A,-37.75022163,176.1683067
141245,A,-37.75035861,176.1679573
141259,A,-37.74675857,176.0997708
141261,B,-37.69379324,176.11987
141281,A,-37.72253955,176.3371261
141282,A,-37.7230131,176.3379681
141321,A,-37.69743806,176.2805259
141322,A,-37.69764239,176.2804079
141323,A,-37.69789342,176.2804788
141324,A,-37.69831851,176.2804829
141325,A,-37.69874752,176.2810932
141326,A,-37.69730088,176.2801502
141327,A,-37.69763713,176.2810751
141328,A,-37.69789456,176.2810866
141329,A,-37.69832004,176.2811124
141330,A,-37.69874606,176.2805067
141390,A,-37.71078963,176.2972784
141391,A,-37.7108408,176.2983079
141392,A,-37.71138232,176.2972764
141393,A,-37.71066511,176.2976908
141394,A,-37.7108694,176.2990396
141395,A,-37.71101703,176.2989265
141415,A,-37.66520524,176.1299516
141416,A,-37.66481574,176.1301123
141417,A,-37.66460937,176.1301127
141432,A,-37.69019632,176.1253187
141433,A,-37.66555742,176.1300548
141459,A,-37.66209988,176.1850778
141460,A,-37.66211695,176.1843494
141461,A,-37.66210289,176.1860161
141462,A,-37.66210863,176.1867401
141470,A,-37.6621844,176.1872644
141472,A,-37.6622308,176.1872742
141503,B,-37.6849241,176.1265962
141504,B,-37.68493068,176.1265877
141525,A,-37.68962238,176.1071441
141526,C,-37.68912952,176.1063744
141527,G,-37.6893386,176.1066866
141541,A,-37.64161365,176.1879996
141552,A,-37.69643419,176.1130326
141553,A,-37.69577976,176.1134558
141571,B,-37.68833801,176.2293792
141572,B,-37.68843796,176.2292094
141573,B,-37.68876325,176.2287836
141574,B,-37.68848149,176.2293846
141575,B,-37.68841729,176.229334
141576,B,-37.68876176,176.2287901
141577,B,-37.68893898,176.2288314
141578,B,-37.68886243,176.2290045
141583,B,-37.68930529,176.2293928
141601,A,-37.67393238,176.2342894
141603,A,-37.72311815,176.3364888
141604,A,-37.723891,176.3357419
141605,A,-37.72287464,176.3365029
141606,A,-37.7225529,176.3359303
141607,A,-37.7221011,176.3349106
141609,A,-37.72271996,176.3357842
141610,A,-37.72377631,176.3359975
141612,B,-37.72200974,176.3347467
141613,B,-37.72227886,176.3347409
141644,A,-37.72370386,176.3354093
141645,A,-37.7242335,176.3362691
141646,A,-37.72450062,176.3353563
141648,A,-37.72465669,176.3350562
141651,A,-37.72503797,176.3348805
141708,A,-37.68479745,176.1154
141709,A,-37.68415401,176.116035
141710,A,-37.68334857,176.116551
141711,A,-37.68340574,176.1167162
141729,A,-37.69571829,176.114923
141741,A,-37.75451395,176.1044781
141742,A,-37.75459396,176.1038722
141743,A,-37.75484778,176.1041398
141744,A,-37.7548639,176.1045772
141745,A,-37.75510945,176.1050969
141746,A,-37.75523367,176.1040392
141747,A,-37.75535689,176.1042377
141748,A,-37.75537551,176.1046649
141749,A,-37.75539519,176.1051206
141750,A,-37.7554217,176.105742
141751,A,-37.75554037,176.1040279
141752,A,-37.75571557,176.1046086
141753,A,-37.75597458,176.1050164
141754,A,-37.75599695,176.1055815
141755,A,-37.75620819,176.1044598
141756,A,-37.75623842,176.1040158
141757,A,-37.75630273,176.1049027
141758,A,-37.75640031,176.1037952
141759,A,-37.75703771,176.1039908
141760,A,-37.75729542,176.1034368
141761,A,-37.75730133,176.1037712
141762,A,-37.75773263,176.1039579
141763,A,-37.75796763,176.1034437
141764,A,-37.75797071,176.1037529
141765,A,-37.75829954,176.1039383
141766,A,-37.75830856,176.1042941
141767,A,-37.75839159,176.1034764
141768,A,-37.75839476,176.1037374
141769,A,-37.7584383,176.1047522
141770,A,-37.75916375,176.1037213
141771,A,-37.75919922,176.1039209
141772,A,-37.75918641,176.1046347
141773,A,-37.7597383,176.1044834
141774,A,-37.75975234,176.1039584
141775,A,-37.76001196,176.1040243
141776,A,-37.76028666,176.104141
141943,A,-37.74721814,176.1299022
141944,A,-37.74718791,176.1283625
141945,A,-37.74718013,176.1286315
141946,A,-37.74669068,176.1287622
141947,A,-37.74649753,176.1288855
141948,A,-37.74716708,176.1289073
141949,A,-37.7472574,176.1306951
141983,A,-37.71605946,176.3321078
141984,A,-37.71648793,176.3319261
142004,A,-37.74742371,176.1070278
142005,A,-37.7470073,176.1062367
142006,A,-37.74726048,176.1058254
142007,A,-37.74727832,176.1055622
142008,A,-37.7476523,176.1054685
142009,A,-37.74797873,176.105352
142038,A,-37.68620666,176.1669005
142039,A,-37.68618675,176.1666953
142040,A,-37.68612457,176.166311
142041,A,-37.68613278,176.1662479
142057,B,-37.72170624,176.3366636
142058,B,-37.72173496,176.3365683
142059,B,-37.72162264,176.3366331
142083,B,-37.69774166,176.1232184
142085,A,-37.72412127,176.3382782
142086,A,-37.72378946,176.3385458
142087,A,-37.72384359,176.3377828
142088,A,-37.72364246,176.3374238
142089,A,-37.72350916,176.3387935
142090,A,-37.72319791,176.3390727
142125,A,-37.71278309,176.298835
142126,A,-37.71281937,176.2990782
142127,A,-37.71222895,176.2995187
142128,A,-37.7135132,176.2991702
142129,A,-37.71342244,176.2991518
142130,A,-37.71324365,176.2995464
142131,A,-37.71306707,176.299423
142132,A,-37.71289822,176.2990864
142133,A,-37.71263586,176.2985322
142134,A,-37.7129992,176.2982573
142135,A,-37.71302377,176.2983092
142136,C,-37.71324395,176.2997611
142137,B,-37.71329022,176.2995291
142138,B,-37.7130441,176.2994746
142139,B,-37.7133287,176.2989551
142190,B,-37.72718819,176.2032766
142192,B,-37.71758254,176.3304412
142193,B,-37.71661338,176.3307694
142214,A,-37.70529305,176.1154697
142216,A,-37.70522313,176.1160145
142217,A,-37.70493126,176.1154519
142243,A,-37.70299034,176.2865331
142246,A,-37.74527495,176.1507087
142247,A,-37.74528485,176.1509058
142248,B,-37.74533706,176.1509055
142274,A,-37.7124868,176.1565787
142275,A,-37.71254866,176.1569469
142284,A,-37.7220018,176.1406397
142285,A,-37.7228619,176.1401954
142308,G,-37.66994354,176.2506996
142309,A,-37.73917627,176.1063036
142310,A,-37.73935201,176.1057996
142324,A,-37.72165598,176.2042919
142325,A,-37.7213565,176.204781
142326,A,-37.72150219,176.2053112
142327,A,-37.72159037,176.2054239
142328,A,-37.72194259,176.2054787
142329,A,-37.72182861,176.2039289
142330,A,-37.72270078,176.2028932
142331,A,-37.7240644,176.203744
142332,A,-37.72361013,176.2039027
142333,A,-37.72238376,176.2055426
142357,A,-37.7182274,176.3313406
142358,A,-37.71866037,176.3305987
142359,A,-37.7194987,176.3287083
142360,A,-37.71940312,176.3284907
142361,A,-37.71937703,176.3285168
142362,A,-37.71938205,176.3298192
142363,A,-37.71765729,176.3304951
142364,A,-37.71800805,176.3301912
142365,A,-37.71871179,176.3294841
142366,A,-37.71909084,176.3301154
142367,A,-37.71914432,176.3302411
142368,A,-37.71932578,176.3310258
142369,A,-37.71851772,176.3315221
142370,A,-37.71826226,176.3318036
142371,A,-37.71833491,176.3289345
142477,A,-37.69677328,176.1375673
142496,A,-37.6645865,176.1475515
142497,A,-37.66493722,176.1478683
142498,A,-37.66524777,176.1491786
142501,A,-37.74874879,176.1639918
142502,A,-37.74865102,176.164475
142510,A,-37.66765842,176.1348643
142511,A,-37.66754435,176.1349875
142512,A,-37.66716079,176.1351112
142513,A,-37.66716999,176.135018
142519,C,-37.72096017,176.3388244
142521,B,-37.72096162,176.3388198
142533,B,-37.71941758,176.3285224
142534,B,-37.71942207,176.3285159
142535,B,-37.71942182,176.3285299
142536,B,-37.71950969,176.3286323
142537,B,-37.71941606,176.3286928
142543,A,-37.72230484,176.2058718
142550,A,-37.72566934,176.3343684
142551,A,-37.72630196,176.3357967
142552,A,-37.7252784,176.3334776
142553,A,-37.72604283,176.3352094
142554,A,-37.72549843,176.3339775
142555,A,-37.72493054,176.3335669
142556,C,-37.72523894,176.3342092
142557,C,-37.72585002,176.3353758
142558,C,-37.72562863,176.3349464
142559,B,-37.72597361,176.3360863
142560,B,-37.7247454,176.3337304
142561,B,-37.72584653,176.3347674
142662,A,-37.72431225,176.3361995
142663,A,-37.72404187,176.3364421
142664,A,-37.72376527,176.3366866
142665,A,-37.72448838,176.3365109
142666,A,-37.72427585,176.3375916
142667,A,-37.72458624,176.3359543
142668,A,-37.72424828,176.3368122
142712,A,-37.68252693,176.1072187
142713,A,-37.6823889,176.1069143
142714,A,-37.68236912,176.1070366
142715,A,-37.68228925,176.107015
142716,A,-37.68211205,176.1071162
142719,A,-37.68719106,176.1079775
142722,B,-37.68232894,176.1069982
142723,B,-37.68732014,176.108005
142742,A,-37.68232682,176.1049384
142743,A,-37.68176633,176.1049931
142744,A,-37.68166541,176.1059326
142745,A,-37.68177462,176.106053
142746,A,-37.68218709,176.1060854
142747,A,-37.68300499,176.1040815
142748,A,-37.6828821,176.1047595
142749,A,-37.68279979,176.1055368
142750,A,-37.68268739,176.1061682
142751,A,-37.68248855,176.1061327
142752,A,-37.68298517,176.1062907
142753,A,-37.68400234,176.1052787
142754,A,-37.68403292,176.1049357
142755,A,-37.68352318,176.1048587
142756,A,-37.68388479,176.10635
142757,A,-37.68384221,176.1064208
142758,A,-37.68333581,176.1063423
142759,A,-37.6833937,176.1059738
142760,A,-37.68169335,176.1056095
142842,A,-37.72156277,176.3381041
142843,A,-37.72186206,176.3373469
142844,A,-37.72197684,176.3373403
142845,A,-37.72238742,176.3380126
142846,A,-37.72242934,176.3381152
142847,B,-37.72166595,176.3382044
142865,A,-37.72224482,176.3382835
142866,A,-37.72195368,176.338082
142867,A,-37.72272967,176.3386502
142868,A,-37.72253939,176.3388179
142902,A,-37.67484657,176.152758
142903,A,-37.67508639,176.1526838
142921,A,-37.64491046,176.1910461
142951,A,-37.75230561,176.1039472
142952,A,-37.75227939,176.103595
142953,A,-37.75158587,176.1036674
142954,A,-37.7519984,176.1039814
142955,A,-37.75163967,176.104317
142956,A,-37.75317396,176.1035086
143000,A,-37.70997927,176.3161948
143010,A,-37.71842095,176.3308848
143011,A,-37.71829304,176.3309901
143057,A,-37.72430519,176.3335766
143058,A,-37.72450922,176.3339412
143059,A,-37.72546208,176.3356342
143060,A,-37.72580061,176.3362388
143108,A,-37.67580148,176.136227
143117,A,-37.66974278,176.1956079
143118,A,-37.66975983,176.1958016
143119,A,-37.66890237,176.1957088
143120,A,-37.66886112,176.1959118
143121,A,-37.66833751,176.1959727
143122,A,-37.66792921,176.1965911
143123,A,-37.6675118,176.1972279
143124,A,-37.667531,176.197686
143125,A,-37.66898399,176.1971893
143126,A,-37.66778388,176.1973012
143127,A,-37.6689777,176.1995017
143128,A,-37.6686184,176.199442
143129,A,-37.66989279,176.197108
143130,A,-37.67087226,176.2030974
143131,A,-37.67113189,176.2030701
143132,A,-37.67125388,176.2034338
143133,A,-37.67138004,176.2047829
143134,A,-37.67156349,176.2068168
143135,A,-37.67148793,176.2061447
143190,A,-37.71217551,176.2976579
143191,A,-37.71229196,176.2975016
143192,A,-37.71250597,176.2973344
