AssetId,Type,Lat,Lng
73913,A,-37.68510735,176.2330233
73914,A,-37.68536893,176.2335438
73915,A,-37.68531218,176.236945
73916,A,-37.68621932,176.2350388
73917,A,-37.68747226,176.2362419
73918,A,-37.67758096,176.2432771
73919,A,-37.68049419,176.2419465
73920,A,-37.68093761,176.2416557
73921,A,-37.68281996,176.2490153
73922,A,-37.68335029,176.2471788
73923,A,-37.68363435,176.2476086
73924,A,-37.68380351,176.2482279
73925,A,-37.68453406,176.2472064
73926,A,-37.68348008,176.2552639
73927,A,-37.68399578,176.2551179
73928,A,-37.68467394,176.2585069
73929,A,-37.68589888,176.2548596
73930,A,-37.68835071,176.2588967
73931,A,-37.68835139,176.2599343
73932,A,-37.68894434,176.2594479
73933,A,-37.68972575,176.2605256
73934,A,-37.69786663,176.1146761
73935,A,-37.69791732,176.113551
73936,A,-37.69804329,176.1153057
73937,A,-37.70441214,176.1162139
73938,A,-37.69449383,176.1276575
73939,A,-37.69671737,176.1193172
73940,A,-37.69675353,176.1203143
73941,A,-37.69682536,176.1208435
73942,A,-37.69742943,176.1222161
73943,A,-37.69912316,176.1238874
73944,A,-37.69961288,176.1257633
73945,A,-37.69966186,176.1254107
73946,A,-37.70034927,176.1245639
73947,A,-37.70092344,176.1246183
73948,A,-37.70110059,176.1255619
73949,A,-37.70143165,176.1255747
73950,A,-37.70201987,176.1265369
73951,A,-37.70217179,176.1253569
73952,A,-37.70237023,176.1268665
73953,A,-37.70243282,176.1246518
73954,A,-37.70238472,176.1241262
73955,A,-37.70290335,176.1269727
73956,A,-37.70297195,176.1258926
73957,A,-37.70298185,176.1263862
73958,A,-37.70321426,176.1183678
73959,A,-37.70312333,176.1247166
73960,A,-37.70359545,176.1244138
73961,A,-37.70360394,176.1251944
73962,A,-37.70530384,176.1176442
73963,A,-37.70561617,176.1172356
73964,A,-37.70573124,176.1173452
73965,A,-37.70470627,176.1309564
73966,A,-37.70687165,176.1286471
73967,A,-37.69753447,176.1396816
73968,A,-37.69766831,176.1402533
73969,A,-37.69800016,176.1401179
73970,A,-37.69703625,176.1509447
73971,A,-37.69412334,176.1656895
73972,A,-37.6982097,176.1646121
73973,A,-37.69795331,176.1649749
73974,A,-37.69871526,176.1633551
73975,A,-37.69915106,176.1629779
73976,A,-37.69967787,176.1642713
73977,A,-37.69123909,176.2590627
73978,A,-37.69134776,176.2587668
73979,A,-37.69173104,176.2606374
73980,A,-37.69158855,176.2606307
73981,A,-37.69216152,176.2545441
73982,A,-37.69273518,176.2605863
73983,A,-37.69295746,176.2591893
73984,A,-37.69316429,176.2591807
73985,A,-37.69261601,176.2542661
73986,A,-37.69333559,176.2541065
73987,A,-37.693757,176.261733
73988,A,-37.69401703,176.2634599
73989,A,-37.69424035,176.2605903
73990,A,-37.69453102,176.2555203
73991,A,-37.69806155,176.2628043
73992,A,-37.69814327,176.2632568
73993,A,-37.69039669,176.2662308
73994,A,-37.69176507,176.2645957
73995,A,-37.69418267,176.2681317
73996,A,-37.69461567,176.2715243
73997,A,-37.6946259,176.2724236
73998,A,-37.6952577,176.2677002
73999,A,-37.69547139,176.2694004
74000,A,-37.69580266,176.267633
74001,A,-37.69481176,176.2663888
74002,A,-37.69699621,176.2665377
74003,A,-37.69740321,176.2640511
74004,A,-37.69714921,176.2679265
74005,A,-37.69762005,176.2747648
74006,A,-37.69818578,176.2646481
74007,A,-37.69846951,176.2686884
74008,A,-37.69857301,176.2740559
74009,A,-37.69878619,176.268412
74010,A,-37.69814891,176.2715214
74011,A,-37.69956569,176.2690437
74012,A,-37.69975817,176.2693913
74013,A,-37.70004207,176.267836
74014,A,-37.69978259,176.269982
74015,A,-37.70040394,176.2703353
74016,A,-37.69521597,176.2783962
74017,A,-37.69481307,176.2774568
74018,A,-37.69662158,176.2803972
74019,A,-37.69672871,176.2822071
74020,A,-37.69733784,176.2791161
74021,A,-37.69734657,176.2795005
74022,A,-37.69809274,176.284438
74023,A,-37.69810083,176.2863856
74024,A,-37.69988065,176.2764745
74025,A,-37.69952605,176.2755989
74026,A,-37.70022531,176.2846942
74027,A,-37.69971966,176.2900628
74028,A,-37.7002949,176.2904364
74029,A,-37.7004764,176.2881172
74030,A,-37.70046807,176.2896441
74031,A,-37.70097684,176.2893016
74032,A,-37.70114306,176.288112
74033,A,-37.7015424,176.2908971
74034,A,-37.70156123,176.2923061
74036,A,-37.70232204,176.2963785
74037,A,-37.70280301,176.2924823
74038,A,-37.70264755,176.2958645
74039,A,-37.70278659,176.2959006
74040,A,-37.71080827,176.1148521
74041,A,-37.71140679,176.1153393
74042,A,-37.71227161,176.1151531
74043,A,-37.71244881,176.11527
74044,A,-37.71260484,176.1154473
74045,A,-37.71030119,176.1172363
74046,A,-37.7108368,176.1186048
74047,A,-37.7116597,176.117493
74048,A,-37.71172638,176.1178011
74049,A,-37.71203813,176.1352109
74050,A,-37.71777048,176.1349979
74051,A,-37.71802616,176.134388
74052,A,-37.71073776,176.1427276
74053,A,-37.71497768,176.1489471
74054,A,-37.7148526,176.1487747
74055,A,-37.71738886,176.1746491
74056,A,-37.71926666,176.1757465
74057,A,-37.70450126,176.2856772
74058,A,-37.70462515,176.2853526
74059,A,-37.70583866,176.285385
74060,A,-37.70629497,176.2863917
74061,A,-37.70669335,176.2863068
74062,A,-37.70332129,176.2916276
74063,A,-37.70403062,176.2905008
74064,A,-37.70513467,176.2876982
74065,A,-37.70640849,176.2893918
74066,A,-37.70719906,176.2897958
74067,A,-37.70703928,176.2895622
74068,A,-37.70737466,176.2874897
74069,A,-37.70736124,176.2896353
74070,A,-37.70762268,176.2880704
74071,A,-37.70327735,176.2992793
74072,A,-37.70391034,176.2994166
74073,A,-37.70365592,176.2986209
74074,A,-37.70452258,176.3013325
74075,A,-37.70582472,176.3018261
74076,A,-37.70593684,176.2985763
74077,A,-37.70602325,176.2989002
74078,A,-37.70632589,176.3012009
74079,A,-37.70663063,176.3013593
74080,A,-37.70627463,176.3045808
74081,A,-37.7065992,176.3043519
74082,A,-37.70832749,176.3081049
74083,A,-37.70818617,176.3061389
74084,A,-37.7091634,176.313726
74085,A,-37.70930903,176.3174414
74086,A,-37.70948378,176.3178644
74087,A,-37.7111624,176.3202415
74088,A,-37.71149129,176.3212185
74089,A,-37.711804,176.3221909
74090,A,-37.71179754,176.3280752
74091,A,-37.71226295,176.3271671
74092,A,-37.71235226,176.3299934
74093,A,-37.71221293,176.3295191
74094,A,-37.71265147,176.328517
74095,A,-37.71305679,176.3318153
74096,A,-37.71338762,176.3309329
74097,A,-37.71377899,176.3307598
74098,A,-37.71401791,176.3315842
74099,A,-37.71359683,176.3332585
74100,A,-37.71375795,176.335432
74101,A,-37.71453818,176.3335859
74102,A,-37.71447985,176.3364018
74103,A,-37.71482852,176.3384053
74104,A,-37.71501523,176.3377651
74105,A,-37.73245815,176.1179966
74106,A,-37.73244799,176.1177317
74107,A,-37.73297059,176.117076
74108,A,-37.72380155,176.1376353
74109,A,-37.72639857,176.1307755
74110,A,-37.7263997,176.1314861
74111,A,-37.72659094,176.1313382
74112,A,-37.72680405,176.1310955
74113,A,-37.73171919,176.1341358
74114,A,-37.73126472,176.1588706
74115,A,-37.73155175,176.1583839
74116,A,-37.73157327,176.1586924
74117,A,-37.73184169,176.1607163
74118,A,-37.7320301,176.1580201
74119,A,-37.73253259,176.1575824
74120,A,-37.732981,176.1571369
74121,A,-37.73393877,176.1561312
74122,A,-37.72850562,176.1722553
74123,A,-37.72634768,176.1841372
74124,A,-37.7266757,176.1844547
74125,A,-37.72854395,176.1851534
74126,A,-37.72887564,176.1859717
74127,A,-37.72611913,176.19268
74128,A,-37.7262446,176.1927197
74129,A,-37.72626177,176.1932958
74130,A,-37.72648169,176.1945014
74131,A,-37.72684884,176.1948343
74132,A,-37.72694896,176.1916504
74133,A,-37.7272512,176.1916661
74134,A,-37.72752162,176.1914195
74135,A,-37.72745968,176.1954161
74136,A,-37.72775909,176.19147
74137,A,-37.72768601,176.1950731
74138,A,-37.72791296,176.1885964
74139,A,-37.72826023,176.1940249
74140,A,-37.72845591,176.1954169
74141,A,-37.72868008,176.1886752
74142,A,-37.72414481,176.2036393
74143,A,-37.72750355,176.1980332
74144,A,-37.72791375,176.1981382
74145,A,-37.72813652,176.1979622
74146,A,-37.72881018,176.1984028
74147,A,-37.72940942,176.1999551
74148,A,-37.7295312,176.1978427
74149,A,-37.72993142,176.2007036
74150,A,-37.71613692,176.3366549
74151,A,-37.71636064,176.3379428
74152,A,-37.71661899,176.3368629
74153,A,-37.73718254,176.1180711
74154,A,-37.73580088,176.1228833
74155,A,-37.73752805,176.1183465
74156,A,-37.73753237,176.1216183
74157,A,-37.73833717,176.1202257
74158,A,-37.73977718,176.127849
74159,A,-37.74116717,176.1214888
74160,A,-37.74072086,176.1214322
74161,A,-37.74184712,176.1219996
74162,A,-37.74257014,176.120052
74163,A,-37.74353087,176.1213909
74164,A,-37.74354201,176.1217914
74165,A,-37.74360442,176.1206587
74166,A,-37.73500225,176.139207
74167,A,-37.73639123,176.1350399
74168,A,-37.73756015,176.1329086
74169,A,-37.73759689,176.1334757
74170,A,-37.73762846,176.1328504
74171,A,-37.7379977,176.1312129
74172,A,-37.73797367,176.1342063
74173,A,-37.7381018,176.1317138
74174,A,-37.73800429,176.1305878
74175,A,-37.73833777,176.130407
74176,A,-37.7384987,176.1318709
74177,A,-37.73878719,176.131612
74178,A,-37.73769198,176.1519917
74179,A,-37.73770393,176.1520813
74180,A,-37.73844414,176.1519375
74181,A,-37.73433194,176.1569475
74182,A,-37.73434443,176.1582714
74183,A,-37.735341,176.1559178
74184,A,-37.73500167,176.1587859
74185,A,-37.73604392,176.1563232
74186,A,-37.73730493,176.1599678
74187,A,-37.73721164,176.1604316
74188,A,-37.73738981,176.1603709
74189,A,-37.7379614,176.1530196
74190,A,-37.73846415,176.1594471
74191,A,-37.73850363,176.1588
74192,A,-37.73850822,176.1594211
74193,A,-37.74164563,176.1607729
74194,A,-37.74272415,176.161339
74195,A,-37.74310668,176.1619172
74196,A,-37.74321388,176.1615491
74197,A,-37.7474339,176.1629246
74198,A,-37.73610296,176.1641483
74199,A,-37.73527624,176.1860955
74200,A,-37.73547892,176.1853279
74201,A,-37.73559306,176.1848317
74202,A,-37.7359057,176.1833307
74203,A,-37.73621065,176.1820118
74204,A,-37.73587568,176.1862248
74205,A,-37.73613107,176.1852687
74206,A,-37.7362022,176.1829898
74207,A,-37.73644277,176.1818771
74208,A,-37.73655959,176.1828727
74209,A,-37.73668587,176.1829323
74210,A,-37.73673346,176.182492
74211,A,-37.73688066,176.1849706
74212,A,-37.73721189,176.1836246
74213,A,-37.73749488,176.1825378
74214,A,-37.73395238,176.1911936
74215,A,-37.7355977,176.1911647
74216,A,-37.73566614,176.18965
74217,A,-37.73587535,176.1898129
74218,A,-37.74835105,176.1632775
74219,A,-37.74843719,176.162781
74220,A,-37.74869495,176.1621161
74221,A,-37.74931116,176.1631427
74222,A,-37.74942057,176.1625999
74223,A,-37.63264204,176.179261
74224,A,-37.6328392,176.1801334
74225,A,-37.63490715,176.1801509
74226,A,-37.63637765,176.1809448
74227,A,-37.63666726,176.1804899
74228,A,-37.63685115,176.1805087
74230,A,-37.63379326,176.181983
74231,A,-37.63973223,176.1817073
74232,A,-37.63924605,176.1815322
74233,A,-37.63932779,176.1846544
74234,A,-37.63939532,176.1821267
74235,A,-37.63928321,176.1887534
74236,A,-37.63987973,176.1831882
74237,A,-37.64040042,176.1834168
74238,A,-37.63958001,176.1883962
74239,A,-37.64048552,176.190726
74240,A,-37.64060321,176.1885846
74241,A,-37.64094265,176.1889978
74242,A,-37.64107643,176.1912792
74243,A,-37.6424762,176.1888981
74244,A,-37.64247321,176.1915427
74245,A,-37.64276493,176.1890288
74246,A,-37.64286692,176.189541
74247,A,-37.64314192,176.1909997
74248,A,-37.64391015,176.1915134
74249,A,-37.64331472,176.1908707
74250,A,-37.64405241,176.1925092
74251,A,-37.64378092,176.1893607
74252,A,-37.64447729,176.1901416
74253,A,-37.64550389,176.1909595
74254,A,-37.64565661,176.1906985
74255,A,-37.64569991,176.1893542
74256,A,-37.64626657,176.192747
74257,A,-37.64649144,176.1892418
74258,A,-37.647182,176.1933694
74259,A,-37.6473326,176.1894093
74260,A,-37.64742182,176.1887328
74261,A,-37.64751014,176.1926116
74262,A,-37.64695698,176.1880759
74263,A,-37.64887358,176.1898988
74264,A,-37.64883565,176.1919188
74265,A,-37.64916789,176.1937377
74266,A,-37.64959322,176.192433
74267,A,-37.64472673,176.1940725
74268,A,-37.64597709,176.1937726
74269,A,-37.6476087,176.1955458
74270,A,-37.64867234,176.1999519
74271,A,-37.64897272,176.195481
74272,A,-37.64920241,176.1980609
74273,A,-37.64968035,176.2003613
74274,A,-37.65026236,176.194992
74275,A,-37.65050954,176.199166
74276,A,-37.6504627,176.2031527
74277,A,-37.65053798,176.2013413
74278,A,-37.65110669,176.2020648
74279,A,-37.65125973,176.1982928
74280,A,-37.65144719,176.2008667
74281,A,-37.65128009,176.2006395
74282,A,-37.65515433,176.1923436
74283,A,-37.65572892,176.1892424
74284,A,-37.65656693,176.1870085
74285,A,-37.65664599,176.1857108
74286,A,-37.65702432,176.1904362
74287,A,-37.65762213,176.1878557
74288,A,-37.65956988,176.1869801
74289,A,-37.66107435,176.1869632
74290,A,-37.66533338,176.187007
74291,A,-37.65275154,176.2027744
74292,A,-37.65288633,176.2029558
74293,A,-37.65304484,176.1982478
74294,A,-37.65326091,176.2019582
74295,A,-37.65341991,176.1988604
74296,A,-37.65636547,176.2044562
74297,A,-37.6584444,176.2054013
74298,A,-37.660335,176.2030358
74299,A,-37.66114565,176.2033643
74300,A,-37.66157026,176.1998148
74301,A,-37.66167252,176.197007
74302,A,-37.6639567,176.1973117
74303,A,-37.65376268,176.207095
74304,A,-37.65325117,176.2063841
74305,A,-37.65539374,176.2071589
74306,A,-37.65819033,176.2070489
74307,A,-37.65841733,176.2109656
74308,A,-37.65872855,176.2116216
74309,A,-37.65896716,176.208099
74310,A,-37.65905287,176.2080613
74311,A,-37.65882492,176.2133659
74312,A,-37.65937653,176.2161142
74313,A,-37.66018839,176.2156161
74314,A,-37.66026855,176.212145
74315,A,-37.66030796,176.2155117
74316,A,-37.66070717,176.2161916
74317,A,-37.6610136,176.2124917
74318,A,-37.66185841,176.2103734
74319,A,-37.66206774,176.2106172
74320,A,-37.66302639,176.2093306
74321,A,-37.66468693,176.2115981
74322,A,-37.66307245,176.219604
74323,A,-37.66332454,176.2200897
74324,A,-37.66335337,176.221287
74325,A,-37.66579339,176.180877
74326,A,-37.66581412,176.1817224
74327,A,-37.66909827,176.1845385
74328,A,-37.66910706,176.1855175
74329,A,-37.66587381,176.200801
74330,A,-37.66660215,176.1972745
74331,A,-37.66583423,176.2075707
74332,A,-37.6658331,176.2071282
74333,A,-37.66584851,176.2099831
74334,A,-37.66599549,176.2137832
74335,A,-37.66680935,176.2154143
74336,A,-37.66783888,176.2137322
74337,A,-37.66779133,176.215417
74338,A,-37.66793891,176.2156351
74339,A,-37.66926048,176.2135452
74340,A,-37.67089116,176.2167734
74341,A,-37.67097636,176.2162348
74342,A,-37.6704576,176.2154577
74343,A,-37.67732441,176.2124807
74344,A,-37.66686299,176.2246637
74345,A,-37.66709431,176.2250444
74346,A,-37.66871462,176.2229816
74347,A,-37.66879253,176.2265789
74348,A,-37.66964375,176.2182803
74349,A,-37.66944531,176.2266374
74350,A,-37.67155764,176.2265426
74351,A,-37.67184001,176.2220687
74352,A,-37.67247152,176.2238365
74353,A,-37.6724039,176.2280994
74354,A,-37.67351311,176.2248471
74355,A,-37.67599077,176.2240979
74356,A,-37.67560555,176.2250812
74357,A,-37.67731012,176.2193952
74358,A,-37.67743838,176.2225775
74359,A,-37.67191942,176.2296978
74361,A,-37.67247,176.229305
74362,A,-37.67284541,176.2315053
74363,A,-37.67307746,176.2309062
74364,A,-37.67351337,176.2362194
74365,A,-37.67371637,176.2318959
74366,A,-37.67380855,176.23006
74367,A,-37.67395849,176.237318
74368,A,-37.67443305,176.2310919
74369,A,-37.67426559,176.2377671
74370,A,-37.67487891,176.233748
74371,A,-37.67454468,176.2351727
74372,A,-37.6751427,176.2354793
74373,A,-37.675553,176.2380805
74374,A,-37.67560812,176.236388
74375,A,-37.6758509,176.2335058
74376,A,-37.67651012,176.2398658
74377,A,-37.67672346,176.240255
74378,A,-37.67742041,176.2413704
74379,A,-37.67872174,176.2157256
74380,A,-37.67921424,176.2123009
74381,A,-37.67959271,176.2148932
74382,A,-37.68009134,176.2104774
74383,A,-37.68010628,176.2105168
74384,A,-37.6804256,176.2159452
74385,A,-37.68340512,176.2161175
74386,A,-37.68396556,176.2153946
74387,A,-37.67836985,176.2252345
74388,A,-37.67842043,176.2275918
74389,A,-37.67866289,176.2278276
74390,A,-37.67893337,176.2221556
74391,A,-37.67920939,176.2182584
74392,A,-37.67896409,176.2285042
74393,A,-37.67949871,176.2287893
74394,A,-37.679666,176.2253806
74395,A,-37.67992232,176.227058
74396,A,-37.68024873,176.2181005
74397,A,-37.6801053,176.2229405
74398,A,-37.68093177,176.2233305
74399,A,-37.6812742,176.2271662
74400,A,-37.68152582,176.2275136
74401,A,-37.68222456,176.2265761
74402,A,-37.68219832,176.2280419
74403,A,-37.68228251,176.2280889
74404,A,-37.68310288,176.227018
74405,A,-37.67793928,176.2320179
74406,A,-37.67864067,176.2308771
74407,A,-37.6787514,176.2334932
74408,A,-37.67918726,176.2313504
74409,A,-37.67931087,176.2303673
74410,A,-37.67983421,176.230643
74411,A,-37.67988003,176.2300679
74412,A,-37.67974449,176.2394336
74413,A,-37.67912155,176.2389203
74414,A,-37.67988694,176.2353514
74415,A,-37.68015684,176.235837
74416,A,-37.68037896,176.2319388
74417,A,-37.68037836,176.2403437
74418,A,-37.6805514,176.2354882
74419,A,-37.68084391,176.2323946
74420,A,-37.68089268,176.2348889
74421,A,-37.68140951,176.2334566
74422,A,-37.68177276,176.2298382
74423,A,-37.6826672,176.2322675
74424,A,-37.68312612,176.2295282
74425,A,-37.68299767,176.2373132
74426,A,-37.68361421,176.2383012
74427,A,-37.6839654,176.2402084
74428,A,-37.6840264,176.2378411
74429,A,-37.68429198,176.2369871
74430,A,-37.68575803,176.2305955
74431,A,-37.68600109,176.2310922
74432,A,-37.68663768,176.2371667
74433,A,-37.68664472,176.2377754
74434,A,-37.68682195,176.2372728
74435,A,-37.68790871,176.2374163
74436,A,-37.6886755,176.2365066
74437,A,-37.67967646,176.2425404
74438,A,-37.6798992,176.2430194
74439,A,-37.67959047,176.2413403
74440,A,-37.68040363,176.2416337
74441,A,-37.68135257,176.2413309
74442,A,-37.68210777,176.2406867
74443,A,-37.68233423,176.2415209
74444,A,-37.68302021,176.240773
74445,A,-37.68284565,176.2525921
74446,A,-37.68403239,176.2558198
74447,A,-37.68440601,176.2557122
74448,A,-37.68451507,176.2556263
74449,A,-37.68447279,176.2576807
74450,A,-37.68522991,176.2548906
74451,A,-37.68699078,176.2585277
74452,A,-37.6874933,176.2616265
74453,A,-37.68748111,176.2545138
74454,A,-37.68866792,176.2542411
74455,A,-37.68876972,176.2547374
74456,A,-37.68855007,176.2553434
74457,A,-37.68976147,176.2546167
74458,A,-37.69008193,176.2559638
74459,A,-37.68955353,176.2648319
74460,A,-37.68994151,176.2645226
74461,A,-37.68983102,176.2654958
74462,A,-37.69115253,176.2595639
74463,A,-37.69078222,176.2555888
74464,A,-37.69210541,176.2611268
74465,A,-37.69173465,176.2611208
74466,A,-37.69209545,176.2621357
74467,A,-37.69261651,176.261641
74468,A,-37.69263347,176.2610396
74469,A,-37.69317115,176.2609608
74470,A,-37.69364628,176.2609617
74471,A,-37.69430288,176.261386
74472,A,-37.69456666,176.2622004
74473,A,-37.6962233,176.26295
74474,A,-37.69652368,176.2634214
74475,A,-37.69048162,176.266405
74476,A,-37.69211108,176.2660008
74477,A,-37.69297566,176.2654443
74478,A,-37.69314423,176.2651077
74479,A,-37.6932211,176.2651648
74480,A,-37.69379787,176.2730537
74481,A,-37.69422085,176.2694015
74482,A,-37.69394156,176.2709789
74483,A,-37.6943605,176.2667434
74484,A,-37.69475179,176.27515
74485,A,-37.69492716,176.2739575
74486,A,-37.69508759,176.2643126
74487,A,-37.69531858,176.2708011
74488,A,-37.69570285,176.2751876
74489,A,-37.69585969,176.2721533
74490,A,-37.6963461,176.2644779
74491,A,-37.69619526,176.2667727
74492,A,-37.69645582,176.270286
74493,A,-37.69693162,176.2640738
74494,A,-37.69715769,176.2699115
74495,A,-37.69759094,176.2667636
74496,A,-37.69764293,176.2655911
74497,A,-37.69811587,176.2666201
74498,A,-37.6978463,176.2753844
74499,A,-37.69456053,176.2766384
74500,A,-37.69473525,176.2765217
74501,A,-37.69531156,176.2786896
74502,A,-37.69592189,176.2763353
74503,A,-37.69712644,176.2793162
74504,A,-37.69688542,176.2811323
74505,A,-37.69789023,176.2758061
74506,A,-37.69791915,176.2853465
74507,A,-37.69885391,176.2778186
74508,A,-37.69887162,176.2798913
74509,A,-37.69870735,176.2857118
74510,A,-37.69946848,176.2773272
74511,A,-37.69956818,176.286174
74512,A,-37.69988084,176.277156
74513,A,-37.69971164,176.2860632
74514,A,-37.70050896,176.2778041
74515,A,-37.70084832,176.279875
74516,A,-37.70243895,176.2860376
74517,A,-37.70276554,176.2858771
74518,A,-37.69838473,176.2869771
74519,A,-37.6995076,176.2873984
74520,A,-37.70168295,176.2895231
74521,A,-37.70176577,176.2932472
74522,A,-37.70199814,176.2879643
74523,A,-37.70233146,176.2900344
74524,A,-37.70256889,176.2879748
74525,A,-37.70236549,176.2932531
74526,A,-37.70263733,176.2927331
74527,A,-37.7026945,176.2975602
74528,A,-37.70666156,176.2857006
74529,A,-37.7071937,176.2853776
74530,A,-37.70806897,176.2853737
74531,A,-37.70827056,176.2869374
74532,A,-37.70848132,176.2860143
74533,A,-37.70358574,176.2918411
74534,A,-37.70387242,176.2913716
74535,A,-37.70663932,176.2879
74536,A,-37.70311901,176.2989032
74537,A,-37.70380735,176.3010242
74538,A,-37.7043855,176.3027628
74539,A,-37.70469692,176.3037585
74540,A,-37.70531238,176.3041407
74541,A,-37.70521795,176.3011815
74542,A,-37.70538664,176.3040876
74543,A,-37.70600519,176.303697
74544,A,-37.70603114,176.3055951
74545,A,-37.70688111,176.3084055
74546,A,-37.70662658,176.3034288
74547,A,-37.70705802,176.304849
74548,A,-37.7075575,176.3036762
74549,A,-37.70778798,176.3048448
74550,A,-37.70696603,176.3107139
74551,A,-37.70735523,176.3118766
74552,A,-37.70798815,176.3136744
74553,A,-37.70824572,176.3124849
74554,A,-37.70906627,176.3167997
74555,A,-37.70966342,176.3167129
74556,A,-37.71082042,176.3192997
74557,A,-37.71130262,176.3225185
74558,A,-37.71230972,176.3239611
74559,A,-37.71248662,176.3244604
74560,A,-37.71255696,176.3243808
74561,A,-37.71323838,176.3262511
74562,A,-37.66219311,176.1251536
74563,A,-37.66262314,176.1233932
74564,A,-37.6628815,176.1224616
74565,A,-37.66315286,176.1230624
74566,A,-37.66281801,176.1245148
74567,A,-37.66361834,176.1216607
74568,A,-37.66398973,176.1209491
74569,A,-37.6641092,176.1210505
74570,A,-37.66426953,176.1196247
74571,A,-37.66400303,176.1216489
74572,A,-37.66454156,176.1245186
74573,A,-37.66481089,176.120278
74574,A,-37.66528782,176.1195893
74575,A,-37.66499603,176.1258132
74576,A,-37.6655666,176.1257331
74577,A,-37.6655855,176.1260868
74578,A,-37.66586974,176.1220109
74579,A,-37.66594066,176.1179123
74580,A,-37.66606664,176.1261226
74581,A,-37.66631892,176.1201109
74582,A,-37.66615196,176.1196611
74583,A,-37.66623558,176.1258385
74584,A,-37.66633177,176.1243467
74585,A,-37.6665379,176.1263048
74586,A,-37.66664829,176.1239002
74587,A,-37.66681878,176.1213457
74588,A,-37.66658552,176.1232033
74589,A,-37.66708218,176.1178274
74590,A,-37.66699499,176.1228754
74591,A,-37.66698947,176.1263854
74592,A,-37.66731135,176.1176161
74593,A,-37.66735377,176.1198968
74594,A,-37.66728303,176.1231235
74595,A,-37.66064876,176.1305616
74596,A,-37.66068275,176.1324546
74597,A,-37.66110286,176.1319954
74598,A,-37.6612382,176.1302587
74599,A,-37.66135377,176.1325285
74600,A,-37.66113706,176.1357479
74601,A,-37.66135403,176.1367414
74602,A,-37.66163858,176.1299127
74603,A,-37.66169729,176.133948
74604,A,-37.66169568,176.1344776
74605,A,-37.66182955,176.1300422
74606,A,-37.66194944,176.130787
74607,A,-37.66205016,176.128623
74608,A,-37.66228336,176.1295666
74609,A,-37.66228509,176.1307975
74610,A,-37.66234588,176.1334166
74611,A,-37.66243666,176.1327183
74612,A,-37.66260594,176.1308131
74613,A,-37.66249392,176.1352788
74614,A,-37.66222414,176.135325
74615,A,-37.66272766,176.1305114
74616,A,-37.66287484,176.1290331
74617,A,-37.66318334,176.1278552
74618,A,-37.66305485,176.1334517
74619,A,-37.66325887,176.1290541
74620,A,-37.66308756,176.1359457
74621,A,-37.66326993,176.1368955
74622,A,-37.66333116,176.1376461
74623,A,-37.66356735,176.1332266
74624,A,-37.66374587,176.128274
74625,A,-37.66378177,176.1350681
74626,A,-37.66330508,176.1351265
74627,A,-37.66413892,176.131191
74628,A,-37.66401955,176.1372828
74629,A,-37.6642924,176.133636
74630,A,-37.66440247,176.130578
74631,A,-37.66443886,176.1319409
74632,A,-37.66481808,176.1265603
74633,A,-37.66453084,176.132858
74634,A,-37.66492749,176.1340949
74635,A,-37.66548755,176.1281145
74636,A,-37.6651291,176.1356721
74637,A,-37.66562907,176.1342718
74638,A,-37.66559886,176.1287768
74639,A,-37.66485937,176.136608
74640,A,-37.66600332,176.1303198
74641,A,-37.66608277,176.1300015
74642,A,-37.66617311,176.1367888
74643,A,-37.66629074,176.1332788
74644,A,-37.66593679,176.1345861
74645,A,-37.66659719,176.131426
74646,A,-37.66676888,176.1267665
74647,A,-37.66669499,176.1354514
74648,A,-37.66670577,176.1361705
74649,A,-37.66679054,176.1363708
74650,A,-37.66700699,176.134129
74651,A,-37.66707536,176.1347526
74653,A,-37.66321843,176.1411971
74654,A,-37.66329477,176.1415548
74655,A,-37.66348799,176.1396873
74656,A,-37.66361458,176.1386108
74657,A,-37.66370679,176.1444483
74658,A,-37.66371358,176.144469
74659,A,-37.66398048,176.1417261
74660,A,-37.66403886,176.1408421
74661,A,-37.66429198,176.1427456
74662,A,-37.66446509,176.1395485
74663,A,-37.66435373,176.146403
74664,A,-37.66460297,176.1379696
74665,A,-37.66449868,176.1471924
74666,A,-37.66484096,176.1379247
74667,A,-37.66464483,176.1459237
74668,A,-37.6648369,176.1453778
74669,A,-37.6649767,176.1443596
74670,A,-37.66512626,176.141323
74671,A,-37.66508651,176.1406447
74672,A,-37.66585956,176.1426061
74673,A,-37.66574473,176.1448123
74674,A,-37.66610124,176.1417223
74675,A,-37.66598864,176.1465198
74676,A,-37.66607595,176.1435529
74677,A,-37.66623343,176.1442957
74678,A,-37.66632984,176.1415056
74679,A,-37.66637422,176.1404089
74680,A,-37.66655588,176.1389187
74681,A,-37.66648414,176.1423691
74682,A,-37.6668593,176.1403106
74683,A,-37.6667507,176.1443732
74684,A,-37.67006342,176.115018
74685,A,-37.67041678,176.1148732
74686,A,-37.67062247,176.1150911
74687,A,-37.66743059,176.1224982
74688,A,-37.6679789,176.1158248
74689,A,-37.66792025,176.1179819
74690,A,-37.66807561,176.1201447
74691,A,-37.66798863,176.1244867
74692,A,-37.66854394,176.1153554
74693,A,-37.66858355,176.1193798
74694,A,-37.66871775,176.1179682
74695,A,-37.66888469,176.1234967
74696,A,-37.66884966,176.1234004
74697,A,-37.66907101,176.120337
74698,A,-37.66909341,176.1244431
